Compound Name	Chemical Formula	SMILES	Names	Object ID	InChI-Key
cyclic pyranopterin phosphate	C10H11N5O7P1	C1(OP([O-])(=O)OC2(C1O[C@@H]3([C@H](C(=O)2)NC4(\C(=O)NC(/N)=N/C(\N3)=4))))	cyclic pyranopterin phosphate // precursor Z // cPMP // precursor-Z // 8-amino-2,12,12-trihydroxy-4a,5a,6,9,11,11a,12,12a-octahydro[1,3,2]dioxaphosphinino[4',5':5,6]pyrano[3,2-g]pteridin-10(4H)-one 2-oxide // 8-amino-2,12,12-trihydroxy-4,4a,5a,6,9,10,11,11a,12,12a-decahydro-[1,3,2]dioxaphosphinino[4',5':5,6]pyrano[3,2-g]pteridine 2-oxide // cyclic pyranopterin monophosphate	PRECURSOR-Z	InChIKey=PWFXLXMPGSLEOZ-QQVWSJFJSA-M
cyclic- 3,4-<i>O</i>-oxalyl-L-threonate	C6H5O7	C1(OC(=O)C(=O)OC(C(O)C(=O)[O-])1)	cyclic- 3,4-O-oxalyl-L-threonate // 3,4-cyclic oxalyl theronolactone	CPD-13910	InChIKey=FTDFTFXOJYXVTH-UHFFFAOYSA-M
cyclic-2,3-<i>O</i>-oxalyl-L-threonate	C6H5O7	C(O)C1(OC(=O)C(=O)OC(C(=O)[O-])1)	cyclic-2,3-O-oxalyl-L-threonate // 2,3-cyclic oxalyl theronolactone	CPD-13914	InChIKey=NKBSFRFTBUHMJF-UHFFFAOYSA-M
cyclic-AMP	C10H11N5O6P1	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)	cyclic-AMP // cyclic 3',5'-AMP // 3',5'-cyclic AMP // adenosine cyclic-3',5'-monophosphate // adenosine cyclic-monophosphate // adenosine-cyclic-phosphoric-acid // cAMP // adenosine-cyclic-phosphate // adenosine-3',5'-monophosphate // adenosine 3',5'-cyclic phosphate // adenosine-3',5'-cyclic monophosphate // cyclic-3',5'-adenosine monophosphate	CAMP	InChIKey=IVOMOUWHDPKRLL-KQYNXXCUSA-M
cyclic-GMP	C10H11N5O7P1	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)	cyclic-GMP // 3',5'-cyclic GMP // guanosine-cyclic-phosphoric-acid // cGMP // guanosine cyclic-monophosphate // guanosine 3',5'-cyclic-monophosphate // guanosine 3',5'-cyclic phosphate // cyclic 3',5'-guanosine monophosphate	CGMP	InChIKey=ZOOGRGPOEVQQDX-UUOKFMHZSA-M
cyclic-IMP	C10H10N4O7P1	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)	cyclic-IMP // cyclic 3',5'-IMP // 3',5'-cyclic IMP // inosine cyclic-3',5'-monophosphate // ainosine cyclic-monophosphate // inosine-cyclic-phosphoric-acid // cIMP // inosine-cyclic-phosphate // inosine-3',5'-monophosphate // inosine 3',5'-cyclic phosphate // inosine-3',5'-cyclic monophosphate // cyclic-3',5'-inosine monophosphate	CPD-19758	InChIKey=DMJWGQPYNRPLGA-KQYNXXCUSA-M
cyclo(glycyl-L-leucyl)	C8H14N2O2	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]	cyclo(glycyl-L-leucyl) // cyclo(Leu-Gly) // cyclo(L-leucyl-glycyl) // cyclo(Gly-Leu)	CPD-20366	InChIKey=VQFHWKRNHGHZTK-LURJTMIESA-N
cyclo(glycyl-L-phenylalanyl)	C11H12N2O2	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]	cyclo(glycyl-L-phenylalanyl) // cyclo(L-phenylalanyl-glycyl) // cyclo(Gly-Phe) // cyclo(Phe-Gly)	CPD-20371	InChIKey=UZOJHXFWJFSFAI-VIFPVBQESA-N
cyclo(glycyl-L-prolyl)	C7H10N2O2	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]	cyclo(glycyl-L-prolyl) // cyclo(Gly-Pro)	CPD-20368	InChIKey=OWOHLURDBZHNGG-YFKPBYRVSA-N
cyclo(L-alanyl-L-leucyl)	C9H16N2O2	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]	cyclo(L-alanyl-L-leucyl) // cyclo(Leu-Ala) // cyclo(L-leucyl-L-alanyl) // cyclo(Ala-Leu)	CPD-20367	InChIKey=DBJPZCJQDRPOME-BQBZGAKWSA-N
cyclo(L-glutamyl-glycyl)	C7H9N2O4	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]	cyclo(L-glutamyl-glycyl) // cyclo(Glu-Gly) // cyclo(Gly-Glu) // cyclo(glycyl-L-glutamyl)	CPD-20411	InChIKey=WFLSPLQAZRBQJX-BYPYZUCNSA-M
cyclo(L-glutamyl-L-glutamyl)	C10H12N2O6	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]	cyclo(L-glutamyl-L-glutamyl) // cyclo(Glu-Glu)	CPD-20370	InChIKey=NDCKGUDRHBPJAQ-WDSKDSINSA-L
cyclo(L-leucyl-L-leucyl)	C12H22N2O2	CC(C)C[C@@H]1(NC(=O)[C@H](CC(C)C)NC(=O)1)	cyclo(L-leucyl-L-leucyl) // cLL // cyclo-L-Leu-L-Leu // (3S,6S)-3,6-bis(2-methylpropyl)piperazine-2,5-dione	CPD-15210	InChIKey=XWYXUMDVQIOAPR-UWVGGRQHSA-N
cyclo(L-leucyl-L-phenylalanyl)	C15H20N2O2	CC(C)C[C@@H]2(NC(=O)[C@H](CC1(\C=C/C=C\C=1))NC(=O)2)	cyclo(L-leucyl-L-phenylalanyl) // cyclo(L-phenylalanyl-L-leucyl) // cyclo(Leu-Phe) // cyclo(Phe-Leu)	CPD-15206	InChIKey=QPDMOMIYLJMOQJ-STQMWFEESA-N
cyclo(L-leucyl-L-prolyl)	C11H18N2O2	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]	cyclo(L-leucyl-L-prolyl) // cyclo(Leu-Pro)	CPD-20369	InChIKey=SZJNCZMRZAUNQT-IUCAKERBSA-N
cyclo(L-phenylalanyl-L-prolyl)	C14H16N2O2	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]	cyclo(L-phenylalanyl-L-prolyl) // cyclo(Phe-Pro)	CPD-20365	InChIKey=QZBUWPVZSXDWSB-RYUDHWBXSA-N
cyclo(L-phenylalanyl-L-seryl)	C12H14N2O3	C(O)[C@@H]2(NC(=O)[C@H](CC1(\C=C/C=C\C=1))NC(=O)2)	cyclo(L-phenylalanyl-L-seryl) // 3-benzyl-6-(hydroxymethyl)-diketopiperazine // 3-benzyl-6-(hydroxymethyl)piperazine-2,5-dione // 3-benzyl-6-(hydroxymethyl)-DKP // cyclo(L-Phe-L-Ser)	CPD-17043	InChIKey=WIJKWEYCUNYTGY-UWVGGRQHSA-N
cyclo(L-phenylalanyl-L-tyrosyl)	C18H18N2O3	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]	cyclo(L-phenylalanyl-L-tyrosyl) // cyclo(L-tyrosyl-L-phenylalanyl)	CPD-17416	InChIKey=GRWVBLRIPRGGPD-HOTGVXAUSA-N
cyclo-(L-seryl-L-tyrosyl)	C12H14N2O4	C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]	cyclo-(L-seryl-L-tyrosyl) // cyclo-(L-tyrosyl-L-seryl)	CPD-16652	InChIKey=CHYMARRIVIIBNV-UWVGGRQHSA-N
cyclo-(L-tyrosyl-L-tyrosyl)	C18H18N2O4	C3(=O)(N[C@@H](CC1(\C=C/C(/O)=C\C=1))C(=O)N[C@@H](CC2(\C=C/C(/O)=C\C=2))3)	cyclo-(L-tyrosyl-L-tyrosyl)	CPD-15209	InChIKey=NGPCLOGFGKJCBP-HOTGVXAUSA-N
cyclo-acetoacetyl-<i>L</i>-tryptophan	C15H13N2O3	CC(\[O-])=C1(C([C@@H](NC1=O)CC2(\C3(\C(\N\C=2)=C/C=C\C=3)))=O)	cyclo-acetoacetyl-L-tryptophan // cAATrp // alpha-acetyl-gamma-(beta-indolyl)methyltetramic acid // alpha-acetyl-gamma-(beta-indolyl)methyltetramate	CPD-17072	InChIKey=ADTDXFWSOBUFSD-OEMOTLHWSA-M
cyclo-dopa 5-<i>O</i>-glucoside	C15H18N1O9	C([C@@H]3([C@H]([C@@H]([C@H]([C@H](OC1(\C(\O)=C/C2(/N[C@@H](CC(/C=1)=2)C([O-])=O)))O3)O)O)O))O	cyclo-dopa 5-O-glucoside	CPD-8656	InChIKey=PXMFPPFHRQZIHO-OLCQZNMOSA-M
cyclo-dopa glucuronosyl glucoside	C21H25N1O15	C([C@@H]3([C@H]([C@@H]([C@H]([C@H](OC1(\C(\O)=C/C2(/N[C@@H](CC(/C=1)=2)C([O-])=O)))O3)O[C@H]4([C@@H]([C@H]([C@@H]([C@H](O4)C([O-])=O)O)O)O))O)O))O	cyclo-dopa glucuronosyl glucoside	CPD-8657	InChIKey=NSZZLJRPLSVZFT-RZVKFFEFSA-L
cycloaraneosene	C20H32	CC(C)C3(\CC[C@]2(C)(C(\CCC([C@@H]1(CC[C@@H](C)[C@H]1C2))=C)=3))	cycloaraneosene	CPD-20446	InChIKey=RROMSRXZXPWQPJ-QEEHTWDDSA-N
cycloartanol	C30H52O1	CC(C)CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5(C(C)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))	cycloartanol // 24(25)-dihydrocycloartenol // (3beta,9beta)-9,19-cyclolanost-3-ol	CPD-4181	InChIKey=YABASAWVVRQMEU-YBXTVTTCSA-N
cycloartenol	C30H50O1	CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5(C(C)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))	cycloartenol // 9beta,19-cyclo-24-lanosten-3beta-ol // cycloart-24(25)-enol // (3beta,9beta)-9,19-cyclolanost-24-en-3-ol	CYCLOARTENOL	InChIKey=ONQRKEUAIJMULO-YBXTVTTCSA-N
cyclobis-(1&rarr;6)-&alpha;-nigerosyl	C24H40O20	C(O)[C@H]2(O[C@@H]1(OC[C@H]5(O[C@H](O[C@@H]4([C@@H](O)[C@@H](OC[C@H]3(O[C@H](O[C@H]([C@@H](O)1)[C@H](O)2)[C@H](O)[C@@H](O)[C@H](O)3))O[C@H](CO)[C@@H](O)4))[C@H](O)[C@@H](O)[C@H](O)5)))	cyclobis-(1->6)-alpha-nigerosyl // cyclobis-(1->3)-alpha-isomaltosyl	CPD-19461	InChIKey=NIFXVRWMHZPIFE-KCLHJWPFSA-N
cyclobranol	C31H52O1	CC(C)=C(C)CC[C@@H](C)[C@H]1(CC[C@]2(C)([C@@](C)1CC[C@@]35(C[C@@]4(CC[C@@H](C([C@@H](CC[C@H]23)4)(C)C)O)5)))	cyclobranol // (3beta,9beta)-24-methyl-9,19-cyclolanost-24-en-3-ol	CPD-16856	InChIKey=CIBNJPPYSPYHDB-UEBIAWITSA-N
cyclobrassinin	C11H10N2S2	CSC1(SC2(/NC3(/C=C\C=C/C(/C(/CN=1)=2)=3)))	cyclobrassinin	CPD-13599	InChIKey=MVMVWNMQGBYIDM-UHFFFAOYSA-N
cyclobutanone	C4H6O1	C1(CC(=O)C1)	cyclobutanone	CPD-18987	InChIKey=SHQSVMDWKBRBGB-UHFFFAOYSA-N
cycloeucalenol	C30H50O1	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))))=C	cycloeucalenol	CYCLOEUCALENOL	InChIKey=HUNLTIZKNQDZEI-PGFZVWMDSA-N
cycloeucalenone	C30H48O1	CC34(CCC2(C(CCC1(CC(=O)CCC(C)12))C(CCC([R])3)4))	cycloeucalenone // 9,19-cyclo-5alpha,9beta-ergost-24(28)-en-3-one // 3H,19H-cyclopropa[9,10]cyclopenta[a]phenanthrene // 4alpha,14alpha-dimethyl-9beta,19-cyclo-ergost-24(241)-en-3-one	CPD-12868	InChIKey=NFRXSIOHGADFRG-MEMZBLDGSA-N
cyclogutamate	C8H12N1O4	C([O-])(=O)[C@@H]1(CCC[C@]([NH3+])(C(=O)[O-])C1)	cyclogutamate // 1-amino-1,3-cyclohexanedicarboxylic acid	CPD0-1276	InChIKey=FOJYRYZUTAPBAJ-SVGQVSJJSA-M
cycloheptadienyl	C11H10O5	C=C(C(=O)[O-])O[C@@H]1(/C=C(\C=C/CC1)/C(=O)[O-])	cycloheptadienyl	CPD0-1681	InChIKey=VJFDVDXXJRSPLZ-VIFPVBQESA-L
cyclohex-1,4-dienecarboxylate	C7H7O2	C(=O)([O-])C1(\C\C=C/C/C=1)	cyclohex-1,4-dienecarboxylate // cyclohexa-1,4-diene-1-carboxylic acid // 1,4-cyclohexadiene-1-carboxylic acid	CPD-14382	InChIKey=XCSQXCKDEVRTHN-UHFFFAOYSA-M
cyclohex-1,5-diene-1-carbonyl-CoA	C28H38N7O17P3S1	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C1(\C=C/CC/C=1))=O)COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]	cyclohex-1,5-diene-1-carbonyl-CoA // cyclohexa-1,5-dienecarbonyl-CoA // cyclohexa-1,5-diene-1-carboxyl-CoA // cyclohexa-1,5-diene-1-carbonyl-CoA // cyclohexa-1,5-diene-1-carbonyl-coenzymeA // S-1,5-Cyclohexadiene-1-carboxylate coenzymeA	CYCLOHEXA-15-DIENE-1-CARBONYL-COA	InChIKey=IHXBZDHPKCDGKN-TYHXJLICSA-J
cyclohex-1-ene-1-carbonyl-CoA	C28H40N7O17P3S1	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1(\CCCC/C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]	cyclohex-1-ene-1-carbonyl-CoA // cyclohex-1-ene-1-carboxyl-CoA	CPD-533	InChIKey=YTTZSBMCHSFQSJ-TYHXJLICSA-J
cyclohex-1-ene-1-carboxylate	C7H9O2	C(=O)([O-])C1(\CCCC/C=1)	cyclohex-1-ene-1-carboxylate	CPD-21746	InChIKey=NMEZJSDUZQOPFE-UHFFFAOYSA-M
cyclohex-2,5-dienecarboxylate	C7H7O2	C(=O)([O-])C1(\C=C/C\C=C/1)	cyclohex-2,5-dienecarboxylate // cyclohexa-2,5-diene-1-carboxylic acid // 2,5-cyclohexadiene-1-carboxylic acid	CPD-14381	InChIKey=SITZRXZBFQSDJO-UHFFFAOYSA-M
cyclohex-2-ene-1-carbonyl-CoA	C28H40N7O17P3S1	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1(CCC\C=C/1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]	cyclohex-2-ene-1-carbonyl-CoA	CPD-22109	InChIKey=OXFBBNPRTRCOFE-CRVKRRNDSA-J
cyclohex-2-enone	C6H8O1	C1(CCC(\C=C/1)=O)	cyclohex-2-enone // 2-cyclohexen-1-one // 2-cyclohexenone	CPD-282	InChIKey=FWFSEYBSWVRWGL-UHFFFAOYSA-N
cyclohexane	C6H12	C1(CCCCC1)	cyclohexane // hexamethylene // hexanaphthene // hexahydrobenzene // polycyclohexane	CPD-8923	InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N
cyclohexane-1,2-dione	C6H8O2	C([R1])C(C[R2])=O	cyclohexane-1,2-dione // 1,2-cyclohexanedione // 1,2-dioxocyclohexane	CPD0-1349	InChIKey=OILAIQUEIWYQPH-UHFFFAOYSA-N
cyclohexane-1,3-dione	C6H8O2	C1(CC(=O)CC(C1)=O)	cyclohexane-1,3-dione	CYCLOHEXANE-13-DIONE	InChIKey=HJSLFCCWAKVHIW-UHFFFAOYSA-N
cyclohexane-1-carbonyl-CoA	C28H42N7O17P3S1	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1(CCCCC1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]	cyclohexane-1-carbonyl-CoA // cyclohexylcarbonyl-CoA // cyclohexane-1-carboxyl-CoA	CPD-577	InChIKey=QRSKGVRHSLILFG-TYHXJLICSA-J
cyclohexane-1-carboxylate	C7H11O2	C(=O)([O-])C1(CCCCC1)	cyclohexane-1-carboxylate	CPD-575	InChIKey=NZNMSOFKMUBTKW-UHFFFAOYSA-M
cyclohexanol	C6H12O1	C1(CCC(CC1)O)	cyclohexanol // tramadol // cyclohexyl-alcohol	CYCLOHEXANOL	InChIKey=HPXRVTGHNJAIIH-UHFFFAOYSA-N
cyclohexanone	C6H10O1	C1(CCC(CC1)=O)	cyclohexanone	CYCLOHEXANONE	InChIKey=JHIVVAPYMSGYDF-UHFFFAOYSA-N
cyclohexene oxide	C6H10O1	C1(CCC2(OC(C1)2))	cyclohexene oxide // cyclohexene-1-oxide	CPD-10095	InChIKey=ZWAJLVLEBYIOTI-UHFFFAOYSA-N
cycloheximide	C15H23N1O4	C[C@H]2(C[C@H](C)C(=O)[C@H]([C@H](O)CC1(CC(NC(=O)C1)=O))C2)	cycloheximide	CPD-7099	InChIKey=YPHMISFOHDHNIV-FSZOTQKASA-N
cyclohexyl-isocyanide	C7H11N1	[C-]#[N+]C1(CCCCC1)	cyclohexyl-isocyanide	CYCLOHEXYL-ISOCYANIDE	InChIKey=XYZMOVWWVXBHDP-UHFFFAOYSA-N
cyclohexylamine	C6H14N1	C1(CCC(CC1)[NH3+])	cyclohexylamine // Cyclohexanamine	CPD-303	InChIKey=PAFZNILMFXTMIY-UHFFFAOYSA-O
cyclohexylsulfamate	C6H12N1O3S1	C1(CCC(CC1)NS([O-])(=O)=O)	cyclohexylsulfamate // Cyclohexylsulfamic acid // Cylamic acid // Cyclohexylamide sulfate	CPD-1124	InChIKey=HCAJEUSONLESMK-UHFFFAOYSA-M
cyclolaudenol	C31H52O1	CC34(CCC2(C(CCC1(C[C@@H](O)CCC(C)12))C(CCC([R])3)4))	cyclolaudenol // (24S)-24-methylcycloarta-25-en-3-beta-ol	CPD-22096	InChIKey=IXHACUTUTOCSJE-HWTFXIFRSA-N
cycloleucine	C6H11N1O2	C([R])(=O)[O-]	cycloleucine // cycloleucin // 1-aminocyclopentane-1-carboxylate // 1-amino-1-carboxycyclopentane // 1-aminocyclopentanecarboxylic acid // 1-aminocyclopentanecarboxylate	CPD-19526	InChIKey=NILQLFBWTXNUOE-UHFFFAOYSA-N
cyclooctat-9-en-5,7-diol	C20H34O2	CC(C)[C@H]1(CC[C@@]3(C)(C\1=C/C[C@@](O)(C)[C@@H]2([C@H](O)C[C@@H](C)[C@H]2C3)))	cyclooctat-9-en-5,7-diol	CPD-16668	InChIKey=PAGWWOOUBKDVRF-NNLKJMRESA-N
cyclooctat-9-en-7-ol	C20H34O1	CC(C)[C@H]1(CC[C@@]3(C)(C\1=C/C[C@@](O)(C)[C@@H]2(CC[C@@H](C)[C@H]2C3)))	cyclooctat-9-en-7-ol	CPD-16667	InChIKey=JEGYHIKVYHOKQY-PNDCXJIESA-N
cyclooctatin	C20H34O3	CC(C)[C@H]1(CC[C@@]3(C)(C\1=C/C[C@@](O)(C)[C@@H]2([C@H](O)C[C@@H](CO)[C@H]2C3)))	cyclooctatin	CPD-16666	InChIKey=MSKFOQCDNOFJAT-VCRXIKTMSA-N
cyclopenol	C17H14N2O4	CN3(C(=O)C4(\C(\NC(=O)C2(OC(C1(\C=C(\C=C/C=1)\O))2)3)=C/C=C\C=4))	cyclopenol // 3'-(3-Hydroxyphenyl)-4-methylspiro[1,4-benzodiazepine-3,2'-oxirane]-2,5(1H,4H)-dione	CPD-18377	InChIKey=BDDNYDPRCCDQQJ-UHFFFAOYSA-N
cyclopentanol	C5H10O1	C1(CCC(C1)O)	cyclopentanol	CYCLOPENTANOL	InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N
cyclopentanone	C5H8O1	C1(CCC(C1)=O)	cyclopentanone	CYCLOPENTANONE	InChIKey=BGTOWKSIORTVQH-UHFFFAOYSA-N
cyclopeptine	C17H16N2O2	CN2(C(=O)C3(\C(\NC(=O)C(CC1(\C=C/C=C\C=1))2)=C/C=C\C=3))	cyclopeptine // (3S)-3-benzyl-4-methyl-3,4-dihydro-1H-1,4-benzodiazepine-2,5-dione	CPD-15014	InChIKey=KSQNKZMAMGACTL-UHFFFAOYSA-N
cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	C39H74N1O8P1	CCCCCCC1(CC1CCCCCCCC(OC[C@H](COP(OCC[NH3+])([O-])=O)OC(=O)CCCCCCCC2(CC(CCCCCC)2))=O)	cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	CPD0-2216	InChIKey=FTCITDHJQWUTEF-GGTDZKDPSA-N
cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo	C43H82N1O8P1	CCCCCCC1(CC1CCCCCCCCCC(OC[C@H](COP(OCC[NH3+])([O-])=O)OC(=O)CCCCCCCCCC2(CC(CCCCCC)2))=O)	cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo	CPD0-2218	InChIKey=MSNPOXZWTBGBJR-CXZGRVSASA-N
cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	C40H74O10P1	CCCCCCC1(CC1CCCCCCCC(OC[C@H](COP(OC[C@@H](O)CO)([O-])=O)OC(=O)CCCCCCCC2(CC(CCCCCC)2))=O)	cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	CPD0-2202	InChIKey=OBXHKDVMOWISFV-GWHWHECRSA-M
cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	C44H82O10P1	CCCCCCC1(CC1CCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@@H](O)CO)OC(CCCCCCCCCC2(CC(CCCCCC)2))=O)	cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	CPD0-2217	InChIKey=ACOSNNHXZDLJJE-HBLNEQHKSA-M
cyclopropene	C3H4	C1(\C/C=1)	cyclopropene // 1-Cyclopropene // Cyclopropenylidene	CPD-9315	InChIKey=OOXWYYGXTJLWHA-UHFFFAOYSA-N
cyclopropyl cyanide	C4H5N1	C(#N)[R]	cyclopropyl cyanide	CPD-15584	InChIKey=AUQDITHEDVOTCU-UHFFFAOYSA-N
cyclopropylamine	C3H8N1	C1(C(C1)[NH3+])	cyclopropylamine // cyclopropanamine // aminocyclopropane	CPD-7406	InChIKey=HTJDQJBWANPRPF-UHFFFAOYSA-O
cyclopropylglycine	C5H9N1O2	C(=O)([O-])C([NH3+])C1(CC1)	cyclopropylglycine	CPD-13585	InChIKey=BUSBCPMSNBMUMT-UHFFFAOYSA-N
cyclosativene	C15H24	CC(C1(C4(C2(CC3(C(C(CC1)2C)(C)C34)))))C	cyclosativene	CPD-8763	InChIKey=XBWACJDEQIZTPR-UHFFFAOYSA-N
cyclosporin A	C62H111N11O12	C/C=C/C[C@@H](C)[C@@H](O)[C@H]1(C(=O)N[C@@H](CC)C(=O)N(C)CC(N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)1)=O)=O)=O)	cyclosporin A // cyclosporine A	CPD-20532	InChIKey=PMATZTZNYRCHOR-CGLBZJNRSA-N
cyclo[(Z)-&alpha;,&beta;-didehydrophenylalanyl-L-leucyl]	C15H18N2O2	CC(C)CC1(NC(=O)C(\NC(=O)1)=C\C2(\C=C/C=C\C=2))	cyclo[(Z)-alpha,beta-didehydrophenylalanyl-L-leucyl]	CPD-15207	InChIKey=JYJCBJDZVMKEFV-LCYFTJDESA-N
cycocel	C5H13N1Cl1	C[N+](C)(CCCl)C	cycocel // cyclocel // antywylegacz // chlormequat	CPD-6968	InChIKey=JUZXDNPBRPUIOR-UHFFFAOYSA-N
cylindrospermopsin	C15H21N5O7S1	C[C@H]2([C@H](C[C@@H]3(C[C@H]([C@H](C1(\NC(NC(\C=1)=O)=O))O)NC4(NC[C@H]2[N+]3=4)))OS(=O)(=O)[O-])	cylindrospermopsin	CPD-18452	InChIKey=KDNLTVRXCBZFNF-VDPNAHCISA-N
cypermethrin	C22H19N1O3Cl2	CC3(C)(C(C(=O)OC(C1(\C=C/C=C(/C=1)/OC2(\C=C/C=C\C=2)))C#N)C(C=C(Cl)Cl)3)	cypermethrin // cyano(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate	CPD-22551	InChIKey=KAATUXNTWXVJKI-UHFFFAOYSA-N
<i>Cypridina</i> luciferin	C22H28N7O1	CC[C@H](C)C3(\C(=O)N4(\C=C(C1(\C2(/C=C\C=C/C(/N/C=1)=2)))/NC(CCCNC(N)=[NH2+])=C(\N=3)4))	Cypridina luciferin	CYPRIDINA-LUCIFERIN	InChIKey=ZWPWSXGBDMGKKS-ZDUSSCGKSA-O
<i>Cypridina</i> oxyluciferin	C21H28N7O1	CC[C@H](C)C(=O)NC3(\C(/CCCNC(N)=[NH2+])=N/C(\C1(/C2(\C=C/C=C\C(\N/C=1)=2)))=C\N=3)	Cypridina oxyluciferin // oxidized Cypridina luciferin	OXIDIZED-CYPRIDINA-LUCIFERIN	InChIKey=PSYJEEMZZIZTSR-ZDUSSCGKSA-O
cystamine	C4H14N2S2	C(CSSCC[NH3+])[NH3+]	cystamine	CYSTAMINE	InChIKey=APQPRKLAWCIJEK-UHFFFAOYSA-P
cystathionine ketimine	C7H7N1O4S1	C(=O)([O-])[C@H]1(CCSCC(/C(=O)[O-])=N/1)	cystathionine ketimine // 5R)-2,5,6,7-tetrahydro-1,4-thiazepine-3,5-dicarboxylic acid	CPD-16729	InChIKey=XJUQJVUYGRTQGI-SCSAIBSYSA-L
cysteamine	C2H8N1S1	S[R]	cysteamine // 2-aminoethanethiol // beta-aminoethanethiol // beta-mercaptoethylamine // mercaptamine // thioethanolamine	CPD-239	InChIKey=UFULAYFCSOUIOV-UHFFFAOYSA-O
cysteamine S-phosphate	C2H7N1O3P1S1	C(C[NH3+])SP(=O)([O-])[O-]	cysteamine S-phosphate // ethanethiol, 2-amino-, S-ester with phosphorothioic acid // phosphocysteamine // 2-aminoethanethiol dihydrogen phosphate (ester) // s-(2-aminoethyl) phosphorothioate // phosphorothioic acid, s-(2-aminoethyl) ester // ethanethiol, 2-amino-, dihydrogen phosphate (ester)	CPD-3721	InChIKey=RZPNFYXFSHGGBE-UHFFFAOYSA-M
cystine	C6H12N2O4S2	C(C([NH3+])C(=O)[O-])SSCC([NH3+])C([O-])=O	cystine // 3,3'-disulfanediylbis(2-aminopropanoic acid)	cystine	InChIKey=LEVWYRKDKASIDU-UHFFFAOYSA-N
