Compound	Object ID	InChI-Key	SMILES
CPD-5661	CPD-5661	InChIKey=NBZANZVJRKXVBH-NHWXEJKLSA-N	CC(/C=C/C=C(C)/C=C/[C@@H]1(C(C)(C)CC\C=C(C)/1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)C[C@H](O)CC(/C)=2)
CPD-10587	CPD-10587	InChIKey=YWGOKHMOJTZGBN-WKNWCLFJSA-N	C[C@@H](C=O)CCC[C@@H](C)[C@H]1(CC[C@@H]2([C@@](C)1CC[C@H]3([C@H]2[C@H](O)C[C@H]4([C@@](C)3CC[C@@H](O)C4))))
CPD-14213	CPD-14213	InChIKey=CEAZRRDELHUEMR-CAMVTXANSA-S	C[C@@H]([NH2+]C)[C@@H]3(CC[C@@H]([NH3+])[C@@H](O[C@@H]2([C@@H]([NH3+])C[C@@H]([NH3+])[C@H](O[C@H]1(OC[C@@](O)(C)[C@H]([NH2+]C)[C@@H](O)1))[C@@H](O)2))O3)
CPD-4504	CPD-4504	InChIKey=RYAUSSKQMZRMAI-ALOPSCKCSA-O	CC(CC1(\C=C/C(/C(C)(C)C)=C\C=1))C[NH+]2(C[C@@H](C)O[C@@H](C)C2)
CPD1F-133	CPD1F-133	InChIKey=SZCBXWMUOPQSOX-WVJDLNGLSA-N	CC(/C=C/C=C(C)/C=C/[C@]12(C(C)(C)C[C@H](O)C[C@](O1)(C)2))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@]34(C(C)(C)C[C@H](O)C[C@](O3)(C)4)
CPD-843	CPD-843	InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N	C(Cl)(Cl)Cl
CPD-19479	CPD-19479	InChIKey=FHIODBUYVWQUDO-FPLPWBNLSA-L	CSCCCCCC(\C(=O)[O-])=C\C([O-])=O
CPD-13759	CPD-13759	InChIKey=SGOHPGDCWYIGSZ-NJANEAIBSA-M	C[C@]12(CC[C@@H](O)[C@@H](C(=O)[O-])[C@H](CCC(=O)1)2)
CPD-20693	CPD-20693	InChIKey=HNYJHQMUSVNWPV-DRCJTWAYSA-N	CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)C[C@H](O)CC(/C)=1))=C\C=C\C=C(C)\C=C\C=C(C)\C#CC2(C(C)(C)C[C@H](O)CC(C)=2)
CPD0-1535	CPD0-1535	InChIKey=JHMRHRMTDUWTBU-DSDZBIDZSA-N	C([O-])(=O)[C@@H]([NH3+])CCC(O)[C@H]([NH3+])C([O-])=O
CPD-19478	CPD-19478	InChIKey=NRBLWWINQRHBME-SREVYHEPSA-L	CSCCCCC(\C(=O)[O-])=C\C([O-])=O
DELTA1-PYRROLINE_2-CARBOXYLATE	DELTA1-PYRROLINE_2-CARBOXYLATE	InChIKey=RHTAIKJZSXNELN-UHFFFAOYSA-M	C1(CCC(/C([O-])=O)=N\1)
CPD-19481	CPD-19481	InChIKey=GADMIJGPIIRJII-KTKRTIGZSA-L	CSCCCCCCCC(\C(=O)[O-])=C\C([O-])=O
CPD-1907	CPD-1907	InChIKey=JCMPRFCVZKOFIT-QGZVFWFLSA-N	CC3(\C=C1(C(\C(=O)[C@]2(O1)(C(/OC)=C\C(=O)/C=C2/C(OC)=O))=C(\C=3)\O))
2-2-METHYLTHIOETHYLMALIC-ACID	2-2-METHYLTHIOETHYLMALIC-ACID	InChIKey=FZNWJRXTACKOPU-UHFFFAOYSA-L	CSCCC(CC([O-])=O)(O)C(=O)[O-]
QUERCETIN-33-BISSULFATE	QUERCETIN-33-BISSULFATE	InChIKey=CVENNDDRCHLONB-UHFFFAOYSA-K	C3(\C(\C1(\OC2(\C(\C(C(/OS(=O)(=O)[O-])=1)=O)=C(/C=C(/C=2)/[O-])\O)))=C/C(/OS(=O)([O-])=O)=C(\C=3)/O)
CPD-20647	CPD-20647	InChIKey=ZWHNFQQCBBBUHX-RQJQFHIYSA-N	CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C=C(C)\C=C\C=C(C)\CCC2(\C(C)(C)CCCC(/C)=2)
3-OXO-6-ACETAMIDOHEXANOATE	3-OXO-6-ACETAMIDOHEXANOATE	InChIKey=GICCYAKQXAHHKY-UHFFFAOYSA-M	CC(=O)NCCCC(=O)CC(=O)[O-]
CPD-14210	CPD-14210	InChIKey=WYJSPPYVEJPMJA-DJWUNRQOSA-S	C[C@@H]([NH3+])[C@@H]3([C@@H](O)[C@H](O)[C@@H]([NH3+])[C@@H](O[C@@H]2([C@@H]([NH3+])C[C@@H]([NH3+])[C@H](O[C@H]1(OC[C@@](O)(C)[C@H]([NH2+]C)[C@@H](O)1))[C@@H](O)2))O3)
CPD-10490	CPD-10490	InChIKey=YPIGGYHFMKJNKV-UHFFFAOYSA-M	CCNCC(=O)[O-]
CPD1F-126	CPD1F-126	InChIKey=HRQKOYFGHJYEFS-BXOLYSJBSA-N	CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1)
CPD-21760	CPD-21760	InChIKey=XYHOBCMEDLZUMP-UHFFFAOYSA-N	C1(CC5(\C(\C2(\[N+]\1=C/C4(\C(/C=2)=C/C=C3(C(\OCO3)=4))))=C/C6(/OCOC(/C=5)=6)))
CPDQT-32	CPDQT-32	InChIKey=MHYITDUVXNMMNZ-UHFFFAOYSA-L	CSCCCCC(O)(CC([O-])=O)C(=O)[O-]
CPD-434	CPD-434	InChIKey=VIHYIVKEECZGOU-UHFFFAOYSA-N	CC(N1(\C=N/C=C\1))=O
CPD-7856	CPD-7856	InChIKey=BKZTVLROJALEDI-JLTXGRSLSA-N	CC(/C=C/C=C(C)/C=C/C1(/C(C\C=C/C(\C)=1)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C\C=C/C(\C)=2)(C)C)
CPD-806	CPD-806	InChIKey=XRVCXZWINJOORX-UHFFFAOYSA-N	CCNC1(\N=C(\N=C(N)/N=1)\O)
CPDQT-34	CPDQT-34	InChIKey=FEKMFSGDBKSRNR-UHFFFAOYSA-L	CSCCCCCCC(O)(CC([O-])=O)C(=O)[O-]
CPD-13661	CPD-13661	InChIKey=IVGYSSJKFLEVIX-LWTINBJPSA-N	C=C\C=C/CC1(\C(=O)C[C@H](O)C(/C)=1)
CPD-7422	CPD-7422	InChIKey=IGABZIVJSNQMPZ-DWQNOKSTSA-N	CC(C)=CCCC(\C)=C/CCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@H]1([C@@](CC\C=C(C)/1)(C)C)
CPD0-1492	CPD0-1492	InChIKey=SDWIOXKHTFOULX-UHFFFAOYSA-L	C(OP([O-])(=O)[O-])C1(C(O)C(O)C(O1)N2(\N=C(C(=O)N)/N=C\2))
CPDQT-35	CPDQT-35	InChIKey=PWAKELUEEHWVFQ-UHFFFAOYSA-L	CSCCCCCCCC(O)(CC([O-])=O)C(=O)[O-]
D-GLUCOSYLARYLAMINE	D-GLUCOSYLARYLAMINE		C2([R3])(C(/[R2])=C([R1])/C(/N[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=C([R5])\C(/[R4])=2)
CPD-21184	CPD-21184	InChIKey=ABTRFGSPYXCGMR-HNNISBQLSA-N	CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1(/C(C)(C)CC(O)CC(/C)=1)
CPD-19013	CPD-19013	InChIKey=BTVWZWFKMIUSGS-UHFFFAOYSA-N	CC(O)(C)CO
CPD-14207	CPD-14207	InChIKey=BIVUTZYWJNTGDG-GTMVCPGISA-Q	[C@@H]3(O[C@@H]2([C@@H]([NH3+])C[C@@H]([NH3+])[C@H](O[C@H]1(OC[C@@H](O)[C@H](O)[C@@H](O)1))[C@@H](O)2))(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]([NH3+])3)
PREPHENATE	PREPHENATE	InChIKey=FPWMCUPFBRFMLH-XGAOUMNUSA-L	C(=O)([O-])C(=O)C[C@]1(C(=O)[O-])(\C=C/[C@@H](O)\C=C/1)
CPD-11456	CPD-11456	InChIKey=OBKAGPREMGURQY-GEWAIPMNSA-N	CC(/C=C/C=C(C)/C=C/C1(/C(\C)=C(C)\C(/C)=C/C=1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)CCCC(/C)=2)
3-HYDROXY-PROPIONATE	3-HYDROXY-PROPIONATE	InChIKey=ALRHLSYJTWAHJZ-UHFFFAOYSA-M	C(CO)C([O-])=O
CPDQT-33	CPDQT-33	InChIKey=OKIIWFXZWJTTLY-UHFFFAOYSA-L	CSCCCCCC(O)(CC([O-])=O)C(=O)[O-]
CPD-10231	CPD-10231	InChIKey=QPEJHSFTZVMSJH-UHFFFAOYSA-M	C(=O)([O-])C1(\C=C(/C=C(/C=1)/N)\O)
CPD1F-129	CPD1F-129	InChIKey=OENHQHLEOONYIE-JLTXGRSLSA-N	CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)CCCC(/C)=2)
CPD-21574	CPD-21574	InChIKey=UAUHEPXILIZYCU-MIWLUFHASA-N	CCC[N+]36([C@H](O)[C@@H](CC)[C@@H]2(C5([C@@H](O)C1(C4(\C(\N(C)[C@H]1[C@H](C2)3)=C/C=C\C=4))C[C@@H]56)))
CPDQT-31	CPDQT-31	InChIKey=WLOKFRZXOVZGIN-UHFFFAOYSA-L	CSCCCC(O)(CC([O-])=O)C(=O)[O-]
CPD-4203	CPD-4203	InChIKey=VXMXKDAHJURHEN-SDBHATRESA-K	CC(C)=CCNC3(/N=C\N=C1(C(/N=C\N1[C@@H]2(O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))=3))
CPD1F-115	CPD1F-115	InChIKey=WGIYGODPCLMGQH-GOXCNPTKSA-N	CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@H]1(C(C)(C)CC\C=C(C)/1)
CPD-13504	CPD-13504	InChIKey=HJSJELVDQOXCHO-HTQZYQBOSA-O	C1(/C=C([C@H]2([NH+]1CC[C@@H](O)2))/CO)
CPD-19477	CPD-19477	InChIKey=RQAOZCCKOFEXBK-WAYWQWQTSA-L	CSCCCC(\C(=O)[O-])=C\C([O-])=O
CPD-7975	CPD-7975	InChIKey=ICTVCUOZYWNYHM-UHFFFAOYSA-N	CCCCCCCC1(\N(C2(/C=C\C=C/C(/C(\C=1)=O)=2))O)
CPD-7526	CPD-7526	InChIKey=BIWLELKAFXRPDE-ZURBLSRNSA-N	CC(C)=CCCC(\C)=C/CCC(/C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)\CC/C=C(C)/CCC=C(C)C
CPD0-1467	CPD0-1467	InChIKey=KFNRJXCQEJIBER-UHFFFAOYSA-N	C([O-])(=O)C1(\CC([NH3+])\C=C/C=1)
CPD-15231	CPD-15231	InChIKey=DNYGXMICFMACRA-XHEDQWPISA-S	C[C@]3(O)(CO[C@H](O[C@@H]2([C@@H](O)[C@H](O[C@H]1(O[C@H](C[NH2+]C)CC[C@@H]([NH3+])1))[C@@H]([NH3+])C[C@@H]([NH3+])2))[C@H](O)[C@@H]([NH2+]C)3)
CYCLOHEXA-15-DIENE-1-CARBONYL-COA	CYCLOHEXA-15-DIENE-1-CARBONYL-COA	InChIKey=IHXBZDHPKCDGKN-TYHXJLICSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C1(\C=C/CC/C=1))=O)COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-7414	CPD-7414	InChIKey=QABFXOMOOYWZLZ-GDBZIMIPSA-N	CC(/C=C/C=C(C)/C=C/[C@H]1(C(/C)=C/CCC(C)(C)1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@H]2(C(C)(C)CC\C=C(C)/2)
CPD-18940	CPD-18940	InChIKey=WVNDGYFKARVYFG-VTFVAFMWSA-O	C[C@@H]([C-]1(OC(/N/C=C/C[C@H]([NH3+])C(=O)[O-])=[NH+]/C(=O)1))C2(\C3(/C=C\C=C/C(/N\C=2)=3))
CPD-19476	CPD-19476	InChIKey=FCGNCJNTFRMBQY-PLNGDYQASA-L	CSCCC(\C(=O)[O-])=C\C([O-])=O
PHENYLHYDANTOIN	PHENYLHYDANTOIN	InChIKey=NXQJDVBMMRCKQG-SSDOTTSWSA-N	C2(\C=C/C(/[C@H]1(NC(=O)NC1=O))=C\C=2)
CPD-14646	CPD-14646	InChIKey=OENHQHLEOONYIE-BVZAMQQESA-N	CC(/C=C/C=C(C)\C=C\C1(\[C@](C)(C)CCCC(/C)=1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\[C@@](CCCC(/C)=2)(C)C)
3-BETA-D-GLUCOSYLGLUCOSE	3-BETA-D-GLUCOSYLGLUCOSE	InChIKey=QIGJYVCQYDKYDW-NSYYTRPSSA-N	C(O)[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]1([C@@H](O)C(O)O[C@H](CO)[C@@H](O)1))O2)
CPD-20539	CPD-20539	InChIKey=DBWQSCSXHFNTMO-TYAUOURKSA-M	C([R])([O-])=O
CPD-10152	CPD-10152	InChIKey=FEKVBGUMJMUMFQ-UHFFFAOYSA-P	C1(C([NH3+])C(O)C([NH3+])C(O)C(O)1)
CPD1F-98	CPD1F-98	InChIKey=BIWLELKAFXRPDE-WTXAYMOSSA-N	CC(C)=CCCC(\C)=C/CCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/CC/C=C(C)/CCC=C(C)C
CPD-21546	CPD-21546	InChIKey=MBXJCHZRHROMQA-OSZHWHEXSA-O	C/C=C4([C@@H]1(CC[NH+](CCC2(\C3(/C=C\C=C/C(/NC(/[C@](C(OC)=O)(CO)1)=2)=3)))C4))
CPD-12750	CPD-12750	InChIKey=DIAZNFMKLJLDNM-AQAKBEBOSA-M	C([R])([O-])=O
CPD-4022	CPD-4022	InChIKey=HUTDUHSNJYTCAR-UHFFFAOYSA-N	COC3(\C=C/C(/C(O)(C1(CC1))C2(\C=N/C=N\C=2))=C\C=3)
CPD1F-118	CPD1F-118	InChIKey=ANVAOWXLWRTKGA-NTXLUARGSA-N	CC(/C=C/C=C(C)/C=C/[C@@H]1(C(C)(C)CC\C=C(C)/1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)CCCC(/C)=2)
CPD-13335	CPD-13335	InChIKey=TWBYWOBDOCUKOW-UHFFFAOYSA-M	C1(\C=C(\C=C/N=1)\C(=O)[O-])
CPD-14217	CPD-14217	InChIKey=RHRAMPXHWHSKQB-GGEUKFTFSA-R	C1([C@@H]([NH3+])C(O[R])[C@@H](O)C(O[R])[C@@H](N)1)
CPD-7770	CPD-7770	InChIKey=YNWVFADWVLCOPU-MAUPQMMJSA-N	CC([C@@H](C(/N1(\C=N/C=N\1))=C\C2(\C=C/C(/Cl)=C\C=2))O)(C)C
CPD-7535	CPD-7535	InChIKey=BIWLELKAFXRPDE-LMARSQGMSA-N	CC(C)=CCCC(\C)=C/CCC(/C)=C/C=C/C(\C)=C/C=C\C=C(C)\C=C\C=C(C)/CC/C=C(C)/CCC=C(C)C
CPD0-1408	CPD0-1408	InChIKey=SOYIPVHKLPDELX-UHFFFAOYSA-N	CC1(\C(\C=O)=C(C(/C)=N/C=1)\O)
CPD-14397	CPD-14397	InChIKey=CCPPLLJZDQAOHD-BEBBCNLGSA-M	C([R])([O-])=O
CPDMETA-13642	CPDMETA-13642	InChIKey=LWQZJCWSXXFPFZ-UVAUTFSSSA-M	CC2(C)(CC3(/C=C([C@H]1([C@@](C(=O)COC(=O)C1)(C2)3))/C([O-])=O))
CPD-7419	CPD-7419	InChIKey=MICBIPJWKDDGNL-FILYMEKXSA-N	CC(C)=CCCC(\C)=C/CCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1)
CPD-18785	CPD-18785	InChIKey=LPGZCSYNTZEOIL-NKWVEPMBSA-N	C(O)[C@]1(O)(CC(=O)C(\O)=C([C@H](O)1)\O)
CPD-14396	CPD-14396	InChIKey=CCPPLLJZDQAOHD-GJGKEFFFSA-M	C([R])([O-])=O
PALMITOYLGLYCERONE-PHOSPHATE	PALMITOYLGLYCERONE-PHOSPHATE	InChIKey=MLWXSIMRTQAWHY-UHFFFAOYSA-L	CCCCCCCCCCCCCCCC(OCC(COP([O-])([O-])=O)=O)=O
CPD-660	CPD-660	InChIKey=BJEPYKJPYRNKOW-UWTATZPHSA-L	C([R])(=O)[O-]
245-DNOL	245-DNOL	InChIKey=KRQUJBMPSDPYMT-CVYQJGLWSA-N	C1(/[C@@H](Cl)C(/Cl)=C\[C@@H](C(/Cl)=1)O)
MAL	MAL	InChIKey=BJEPYKJPYRNKOW-REOHCLBHSA-L	C(=O)([O-])C[C@H](O)C([O-])=O
CPD-10118	CPD-10118	InChIKey=NLIHPCYXRYQPSD-BAJZRUMYSA-J	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)C3)
CPD-21688	CPD-21688	InChIKey=OBMKNHGTYMWONF-UHFFFAOYSA-L	C(=O)(NC([O-])=O)NC(=O)[O-]
CPD-21474	CPD-21474	InChIKey=ZUWUQYGHRURWCL-XUIVTPDHSA-L	C=C/C=C(C)/CCC1(C/C=C/C=C(C)/C(CCC\C=C/C=C\C=C\CC(C)C(CC(=O)O1)=C)OP([O-])(=O)[O-])
CPD-14214	CPD-14214	InChIKey=HFLKNINDVFJPQT-ZFAMMYHGSA-R	C[C@]3(O)(CO[C@H](O[C@@H]2([C@@H](O)[C@H](O[C@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]([NH3+])1))[C@@H]([NH3+])C[C@@H]([NH3+])2))[C@H](O)[C@@H]([NH2+]C)3)
CPD-3747	CPD-3747	InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N	C1(CCCS(=O)(=O)1)
CPD-12445	CPD-12445	InChIKey=OOJAVYUZAPJSNQ-UHFFFAOYSA-L	C([R])(=O)[O-]
CPD-13130	CPD-13130	InChIKey=JMKYUOVNRCMPDL-UYFOZJQFSA-N	C[C@@H](O)[C@@H](O)[C@H](O)C(=O)C=O
CPDQT-38	CPDQT-38	InChIKey=YBISUHXEJDGADQ-UHFFFAOYSA-L	CSCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPD-7678	CPD-7678	InChIKey=FETFXNFGOYOOSP-UHFFFAOYSA-N	CC(CS)O
3-2-METHYLTHIOETHYLMALIC-ACID	3-2-METHYLTHIOETHYLMALIC-ACID	InChIKey=UZRMQJKPFRLIDG-UHFFFAOYSA-L	CSCCC(C(=O)[O-])C(O)C([O-])=O
CPD0-1356	CPD0-1356	InChIKey=MYMLCRQRXFRQGP-YFVJMOTDSA-K	CC(C)=CCCC(\C)=C/CCC(\C)=C/CSP(OP([O-])(=O)[O-])(=O)[O-]
CPDQT-39	CPDQT-39	InChIKey=LQQZHLHCFSCJCU-UHFFFAOYSA-L	CSCCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPD66-59	CPD66-59	InChIKey=OIWTWACQMDFHJG-BJEBZIPWSA-M	CC\C=C/C[C@@H](O)/C=C/C=C\C=C\C=C\[C@@H](O)[C@@H](O)C\C=C/CCC(=O)[O-]
CPDQT-36	CPDQT-36	InChIKey=SQXVIIOPMYSNCP-UHFFFAOYSA-L	C(C(CCCSC)C(O)C(=O)[O-])(=O)[O-]
CPD-18746	CPD-18746	InChIKey=CTWLVOPUPRDPKF-UHFFFAOYSA-N	C2(\C=C/C(/OC1(\C(\O)=C(/C=C(/C=1)/Br)\O))=C\C=2)
CPDQT-40	CPDQT-40	InChIKey=SXLJFGXGVBWOOB-UHFFFAOYSA-L	CSCCCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
O-SINAPOYLGLUCARATE	O-SINAPOYLGLUCARATE	InChIKey=XQQYFEOTBHJJDK-GRRSETRSSA-L	COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)O[C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-])\OC)
CPDQT-37	CPDQT-37	InChIKey=ZIZLDVKLMYVMNX-UHFFFAOYSA-L	CSCCCCC(C(O)C(=O)[O-])C(=O)[O-]
2-PHOSPHONO-3-SULFOPROPRIONATE	2-PHOSPHONO-3-SULFOPROPRIONATE	InChIKey=VBVRZFXJOVCTGU-UHFFFAOYSA-K	C(C(=O)[O-])(P(=O)([O-])O)S(=O)(=O)[O-]
CPD-14211	CPD-14211	InChIKey=XUFIWSHGXVLULG-IDLVJFIQSA-S	C[C@@H]([NH3+])[C@@H]3(CC[C@@H]([NH3+])[C@@H](O[C@@H]2([C@@H]([NH3+])C[C@@H]([NH3+])[C@H](O[C@H]1(OC[C@@](O)(C)[C@H]([NH2+]C)[C@@H](O)1))[C@@H](O)2))O3)
CPD-10083	CPD-10083	InChIKey=SYBVJJYTHAJORG-VJYWYSEJSA-N	CC(=O)NC(CC1(\C=C/C(/O)=C\C=1))C(=O)NC2([C@@H](O)C(O[C@H](CO)2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/NC)))
GLUTARATE	GLUTARATE	InChIKey=JFCQEDHGNNZCLN-UHFFFAOYSA-L	C(CC([O-])=O)CC(=O)[O-]
CPD-21373	CPD-21373	InChIKey=DOMHZVJNLCAZSA-QWBQGLJISA-N	[C@@H]1([C@H]([C@H](Cl)[C@H](O)[C@@H]([C@@H](Cl)1)Cl)Cl)(Cl)
CPD-10511	CPD-10511	InChIKey=QQHJDPROMQRDLA-UHFFFAOYSA-L	C([R])(=O)[O-]
CPD-359	CPD-359	InChIKey=MZUIODFZFFPDDR-SCZZXKLOSA-M	C[C@@H](O)[C@H](NC(CCCCCCS)=O)C(=O)[O-]
D-GLUCARATE	D-GLUCARATE	InChIKey=DSLZVSRJTYRBFB-LLEIAEIESA-L	C(=O)([C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-])[O-]
CPD-13024	CPD-13024	InChIKey=ONTWKCPWRKFYOT-SOOFDHNKSA-M	C(O)[C@@H]1([C@H]2(OP(=O)([O-])OC(O1)[C@H](O)2))
CPD0-1264	CPD0-1264	InChIKey=TYFQFVWCELRYAO-UHFFFAOYSA-L	C([R])(=O)[O-]
CPD-7632	CPD-7632	InChIKey=MOJZMWJRUKIQGL-UDSXGYPYSA-N	C9(\C(\[C@H]7(OC8(\C(/[C@H]4(C6(/C(/O)=C\C(\O)=C([C@H]1(C3(/C(/O)=C\C(\O)=C/C(/O[C@@H]([C@H]1O)C2(\C=C/C(/O)=C(/C=2)/O))=3)))/C(/O[C@@H]([C@@H]4O)C5(\C=C/C(/O)=C(/C=5)/O))=6)))=C(/C=C(C(\CC7O)=8)/O)\O)))=C/C(/O)=C(\C=9)/O)
CPD-23009	CPD-23009	InChIKey=HQHCYKULIHKCEB-UHFFFAOYSA-L	C([R])(=O)[O-]
CPD0-1274	CPD0-1274	InChIKey=UYEMGAFJOZZIFP-UHFFFAOYSA-M	C(=O)([O-])C1(\C=C(/C=C(/C=1)/O)\O)
CPD-17461	CPD-17461	InChIKey=DSLZVSRJTYRBFB-GJPGBQJBSA-L	C([R])(=O)[O-]
CPD66-111	CPD66-111	InChIKey=WYVHLKMCZZDTOU-ILYOTBPNSA-N	CCCCCC1(OC(C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO)1)
CPD-10670	CPD-10670	InChIKey=TVIDDXQYHWJXFK-UHFFFAOYSA-L	C([R])(=O)[O-]
CPD-18685	CPD-18685	InChIKey=CUUUTFCDEUGWHT-UCJRHUJRSA-N	C[C@H]4([C@H](O)[C@@H](O[C@@H]1(O[C@@H](C)[C@@H](OC)[C@@H](O)[C@H](OC)1))[C@@H](O)[C@H](O[C@H]3([C@@H](OC)[C@H](OC2(\C=C/C(/C(OC)=O)=C\C=2))O[C@@H](C)[C@H](O)3))O4)
CPD-14208	CPD-14208	InChIKey=AMZLXMARJVOBPW-ZMIZJJJXSA-Q	C1([C@@H]([NH3+])C(O[R])[C@@H](O)C(O[R])[C@@H](N)1)
NALPHA-GAMMA-L-GLUTAMYLHISTAMINE	NALPHA-GAMMA-L-GLUTAMYLHISTAMINE	InChIKey=BGNAGOFSEBNIJN-QMMMGPOBSA-N	C(CC1(\N\C=N/C=1))NC(=O)CC[C@H]([NH3+])C(=O)[O-]
CPD0-1265	CPD0-1265	InChIKey=BDJRBEYXGGNYIS-UHFFFAOYSA-L	C([R])(=O)[O-]
2-HYDROXYPYRIDINE	2-HYDROXYPYRIDINE	InChIKey=UBQKCCHYAOITMY-UHFFFAOYSA-N	C1(\C=C(\N=C/C=1)\O)
CPD0-1090	CPD0-1090	InChIKey=DSLZVSRJTYRBFB-ORZLYADOSA-L	C([R])(=O)[O-]
CPD-10014	CPD-10014	InChIKey=VHOPGJHKSPGXIZ-AMASXYNMSA-N	C=CCC3(C(=O)CC(O)C(C(C(\C)=C/C1(CCC(O)C(O)C1))OC(=O)C2(CCCCN2C(=O)C(=O)C4(O)(OC(C(OC)CC(C)CC(\C)=C/3)C(OC)CC(C)4)))C)
CPD-21421	CPD-21421	InChIKey=YLFNYESJYNTRNR-UHFFFAOYSA-L	C([R])(=O)[O-]
CPD-21200	CPD-21200		Cl[Pt+2][OH2+].N.N
CPD-22388	CPD-22388	InChIKey=UQIDNSKBUXCODH-UHFFFAOYSA-N	CC3(\C=C/C(/S(=O)(=O)N1(\N=C/C2(\C=C/C=C\C(/B(O)1)=2)))=C\C=3)
CPD-343	CPD-343	InChIKey=IBGYNIRCYXIAON-VKHMYHEASA-M	C(C([C@H](CC(C([O-])=O)=O)O)=O)O
OCTADEC-9-ENE-118-DIOIC-ACID	OCTADEC-9-ENE-118-DIOIC-ACID	InChIKey=SBLKVIQSIHEQOF-UPHRSURJSA-L	C([R])(=O)[O-]
CPD-1282	CPD-1282	InChIKey=OBGQLHXSMIBYLN-PWSUYJOCSA-J	C[C@H]([C@H](NC(CCCCCCSSCCS(=O)(=O)[O-])=O)C(=O)[O-])OP([O-])(=O)[O-]
D-GALACTARATE	D-GALACTARATE	InChIKey=DSLZVSRJTYRBFB-DUHBMQHGSA-L	C([R])(=O)[O-]
CPD-74	CPD-74	InChIKey=CEVQXWMPODOBRM-BYPYZUCNSA-N	C=C(C[C@H]([NH3+])C(=O)[O-])C(=O)N
CPD0-1092	CPD0-1092	InChIKey=DSLZVSRJTYRBFB-MMPJQOAZSA-L	C([R])(=O)[O-]
CPD0-1218	CPD0-1218	InChIKey=QVIOSGUKMDGWNN-UHFFFAOYSA-M	CC(C)N(O)C(C(=O)[O-])=O
CPD-14188	CPD-14188	InChIKey=CRRIWJLXIQKIRW-VZXHOKRSSA-R	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H]([NH3+])[C@H](O1)O[C@H]4([C@H](O[C@@H]2(O[C@@H]([C@H]([C@H]2O)O[C@H]3(O[C@H](C=O)[C@@H](O)[C@H](O)[C@H]3[NH3+]))CO))[C@H]([C@H]([NH3+])C[C@H]([NH3+])4)O))
